Index       TIME          V(VCO_OUT_P)      V(VCO_OUT_N)         I(VDD)      
1565     3.31090513e-10    1.42638948e+00    6.81841306e-01   -1.61387670e-02
1566     3.31494364e-10    1.44269853e+00    7.48932213e-01   -1.69665596e-02
1567     3.31898214e-10    1.46157379e+00    8.19945367e-01   -1.75075379e-02
1568     3.32302065e-10    1.48135518e+00    8.93675293e-01   -1.77449665e-02
1569     3.32705916e-10    1.50048911e+00    9.68711460e-01   -1.76717585e-02
1570     3.33109767e-10    1.51763466e+00    1.04342629e+00   -1.72906465e-02
1571     3.33513618e-10    1.53162757e+00    1.11609317e+00   -1.66140610e-02
1572     3.33917469e-10    1.54140914e+00    1.18503661e+00   -1.56637426e-02
1573     3.34321320e-10    1.54600938e+00    1.24873535e+00   -1.44700810e-02
1574     3.34725171e-10    1.54456816e+00    1.30588462e+00   -1.30711720e-02
1575     3.35129022e-10    1.53636169e+00    1.35544165e+00   -1.15116187e-02
1576     3.35532873e-10    1.52081629e+00    1.39666913e+00   -9.84111794e-03
1577     3.35936724e-10    1.49749776e+00    1.42918972e+00   -8.11287948e-03
1578     3.36340575e-10    1.46602954e+00    1.45309926e+00   -6.38192102e-03
1579     3.36744425e-10    1.42563072e+00    1.46941330e+00   -4.70333649e-03
1580     3.36911396e-10    1.40490183e+00    1.47417747e+00   -4.04766466e-03
1581     3.36987990e-10    1.39481862e+00    1.47639034e+00   -3.75182977e-03
1582     3.37064584e-10    1.38428014e+00    1.47879647e+00   -3.45854772e-03
1583     3.37074308e-10    1.38285969e+00    1.47914329e+00   -3.42172318e-03
1584     3.37084032e-10    1.38142424e+00    1.47950189e+00   -3.38494155e-03
1585     3.37103481e-10    1.37844416e+00    1.48031027e+00   -3.31163723e-03
1586     3.37122929e-10    1.37529197e+00    1.48126266e+00   -3.23868135e-03
1587     3.37161826e-10    1.36844910e+00    1.48356777e+00   -3.09384364e-03
1588     3.37196833e-10    1.36174215e+00    1.48599857e+00   -2.96475424e-03
1589     3.37231840e-10    1.35462712e+00    1.48865286e+00   -2.83691833e-03
1590     3.37266847e-10    1.34719897e+00    1.49145805e+00   -2.71038567e-03
1591     3.37301854e-10    1.33952721e+00    1.49436590e+00   -2.58519976e-03
1592     3.37371868e-10    1.32362650e+00    1.50038725e+00   -2.33902972e-03
1593     3.37441882e-10    1.30709042e+00    1.50663736e+00   -2.09864597e-03
1594     3.37511896e-10    1.28996853e+00    1.51311527e+00   -1.86426792e-03
1595     3.37651924e-10    1.25389943e+00    1.52690016e+00   -1.41440881e-03
1596     3.37791952e-10    1.21527866e+00    1.54196806e+00   -9.90854932e-04
1597     3.37931980e-10    1.17401608e+00    1.55848899e+00   -5.95016567e-04
1598     3.38072008e-10    1.13014435e+00    1.57651423e+00   -2.28209991e-04
1599     3.38212036e-10    1.08383393e+00    1.59594422e+00    1.08337388e-04
1600     3.38352064e-10    1.03593283e+00    1.61600215e+00    4.13479706e-04
1601     3.38478089e-10    9.92809410e-01    1.63326270e+00    6.60368797e-04
1602     3.38591512e-10    9.54813860e-01    1.64730634e+00    8.59412721e-04
1603     3.38704934e-10    9.17884722e-01    1.65970189e+00    1.03591830e-03
1604     3.38818357e-10    8.82192942e-01    1.67038387e+00    1.18939379e-03
1605     3.39045202e-10    8.14912700e-01    1.68657552e+00    1.42559656e-03
1606     3.39272048e-10    7.53551273e-01    1.69587903e+00    1.56590461e-03
1607     3.39498893e-10    6.98730702e-01    1.69822025e+00    1.60902499e-03
1608     3.39725738e-10    6.50847687e-01    1.69371998e+00    1.55465521e-03
1609     3.39952584e-10    6.09814867e-01    1.68298319e+00    1.40345509e-03
1610     3.40179429e-10    5.75166294e-01    1.66697862e+00    1.15703314e-03
1611     3.40406274e-10    5.46293785e-01    1.64681752e+00    8.17933001e-04
1612     3.40633120e-10    5.22613784e-01    1.62361153e+00    3.89656982e-04
1613     3.40859965e-10    5.03612234e-01    1.59839083e+00   -1.23321829e-04
1614     3.41086810e-10    4.88845587e-01    1.57206554e+00   -7.15616740e-04
1615     3.41313656e-10    4.77945091e-01    1.54541591e+00   -1.38102471e-03
1616     3.41540501e-10    4.70617354e-01    1.51909839e+00   -2.11262261e-03
1617     3.41767346e-10    4.66637419e-01    1.49365787e+00   -2.90285233e-03
1618     3.41994192e-10    4.65836256e-01    1.46954037e+00   -3.74360081e-03
1619     3.42221037e-10    4.68088252e-01    1.44710499e+00   -4.62628038e-03
1620     3.42447883e-10    4.73298798e-01    1.42663380e+00   -5.54191206e-03
1621     3.42674728e-10    4.81394462e-01    1.40834037e+00   -6.48121227e-03
1622     3.42901573e-10    4.92314087e-01    1.39237654e+00   -7.43468285e-03
1623     3.43128419e-10    5.06002479e-01    1.37883814e+00   -8.39270354e-03
1624     3.43355264e-10    5.22404828e-01    1.36776939e+00   -9.34562618e-03
1625     3.43582109e-10    5.41463312e-01    1.35916668e+00   -1.02838695e-02
1626     3.43808955e-10    5.63114047e-01    1.35298156e+00   -1.11980139e-02
1627     3.44035800e-10    5.87285660e-01    1.34912355e+00   -1.20788946e-02
1628     3.44262645e-10    6.13897490e-01    1.34746305e+00   -1.29176927e-02
1629     3.44489491e-10    6.42858363e-01    1.34783496e+00   -1.37060232e-02
1630     3.44716336e-10    6.74063539e-01    1.35004405e+00   -1.44360182e-02
1631     3.44943181e-10    7.07390543e-01    1.35387274e+00   -1.51004046e-02
1632     3.45170027e-10    7.42692081e-01    1.35909164e+00   -1.56925761e-02
1633     3.45623718e-10    8.18340135e-01    1.37268200e+00   -1.66356468e-02
1634     3.46077408e-10    8.99227175e-01    1.38922185e+00   -1.72316344e-02
1635     3.46531099e-10    9.83074917e-01    1.40712893e+00   -1.74572658e-02
1636     3.47438480e-10    1.14875488e+00    1.43989381e+00   -1.67921532e-02
1637     3.48255124e-10    1.28482871e+00    1.45822935e+00   -1.50125846e-02
1638     3.48976306e-10    1.38560637e+00    1.45815521e+00   -1.26870075e-02
1639     3.49589924e-10    1.45354508e+00    1.44133003e+00   -1.03265001e-02
1640     3.49678221e-10    1.46176626e+00    1.43719400e+00   -9.96537820e-03
1641     3.49766519e-10    1.46984318e+00    1.43281801e+00   -9.60291703e-03
1642     3.49943113e-10    1.48528090e+00    1.42245001e+00   -8.87164695e-03
1643     3.50119708e-10    1.50045135e+00    1.40920465e+00   -8.13531439e-03
1644     3.50133753e-10    1.50168990e+00    1.40797484e+00   -8.07663977e-03
1645     3.50161843e-10    1.50424410e+00    1.40540594e+00   -7.95929222e-03
1646     3.50218024e-10    1.51008518e+00    1.39931907e+00   -7.72465708e-03
1647     3.50268586e-10    1.51618269e+00    1.39264725e+00   -7.51365541e-03
1648     3.50311052e-10    1.52169675e+00    1.38632423e+00   -7.33668264e-03
1649     3.50353518e-10    1.52741398e+00    1.37953586e+00   -7.16003708e-03
1650     3.50395984e-10    1.53325810e+00    1.37239783e+00   -6.98380314e-03
1651     3.50480915e-10    1.54518507e+00    1.35731321e+00   -6.63288475e-03
1652     3.50565847e-10    1.55739280e+00    1.34126538e+00   -6.28440215e-03
1653     3.50650778e-10    1.56990598e+00    1.32427457e+00   -5.93881478e-03
1654     3.50735710e-10    1.58277977e+00    1.30629627e+00   -5.59656276e-03
1655     3.50820641e-10    1.59605971e+00    1.28728802e+00   -5.25808142e-03
1656     3.50905573e-10    1.60977889e+00    1.26722269e+00   -4.92380297e-03
1657     3.50990504e-10    1.62395710e+00    1.24608844e+00   -4.59415475e-03
1658     3.51075436e-10    1.63859689e+00    1.22389107e+00   -4.26955842e-03
1659     3.51245299e-10    1.66916068e+00    1.17643221e+00   -3.63738874e-03
1660     3.51415162e-10    1.70054069e+00    1.12580225e+00   -3.03038178e-03
1661     3.51568039e-10    1.72745103e+00    1.07955345e+00   -2.50825285e-03
1662     3.51694282e-10    1.74741064e+00    1.04213042e+00   -2.09612764e-03
1663     3.51820525e-10    1.76499245e+00    1.00577805e+00   -1.70274955e-03
1664     3.51946769e-10    1.78012680e+00    9.70693765e-01   -1.32940508e-03
1665     3.52073012e-10    1.79279099e+00    9.36977340e-01   -9.77274750e-04
1666     3.52325499e-10    1.81068492e+00    8.74040486e-01   -3.41408122e-04
1667     3.52577985e-10    1.81851896e+00    8.17695783e-01    1.97650997e-04
1668     3.52830472e-10    1.81640542e+00    7.68427638e-01    6.33343378e-04
1669     3.53082959e-10    1.80517363e+00    7.26024591e-01    9.60366634e-04
1670     3.53335445e-10    1.78618923e+00    6.89774791e-01    1.17473425e-03
1671     3.53587932e-10    1.76099539e+00    6.58844291e-01    1.27387012e-03
1672     3.53840419e-10    1.73110445e+00    6.32485943e-01    1.25672386e-03
1673     3.54092905e-10    1.69788569e+00    6.10075287e-01    1.12380762e-03
1674     3.54345392e-10    1.66253191e+00    5.91118993e-01    8.77128051e-04
1675     3.54850365e-10    1.58966746e+00    5.62216081e-01    6.07568954e-05
1676     3.55355338e-10    1.51834053e+00    5.44457992e-01   -1.15059520e-03
1677     3.55860312e-10    1.45306734e+00    5.37561160e-01   -2.69567470e-03
1678     3.56365285e-10    1.39685488e+00    5.41951249e-01   -4.49736422e-03
1679     3.56870258e-10    1.35148326e+00    5.58304622e-01   -6.46635848e-03
1680     3.57375231e-10    1.31766370e+00    5.87257679e-01   -8.50547933e-03
1681     3.57829707e-10    1.29693673e+00    6.24438913e-01   -1.03191047e-02
1682     3.58284183e-10    1.28469611e+00    6.72175532e-01   -1.20359671e-02
1683     3.58738659e-10    1.28000360e+00    7.29961549e-01   -1.35878222e-02
1684     3.59193135e-10    1.28190379e+00    7.96631529e-01   -1.49130657e-02
1685     3.59647611e-10    1.28940628e+00    8.70454429e-01   -1.59591129e-02
1686     3.60102087e-10    1.30133669e+00    9.49366363e-01   -1.66844793e-02
1687     3.60556563e-10    1.31627678e+00    1.03115486e+00   -1.70604748e-02
1688     3.61011039e-10    1.33259982e+00    1.11357219e+00   -1.70723887e-02
1689     3.61919991e-10    1.36134989e+00    1.27087049e+00   -1.60353178e-02
1690     3.62726557e-10    1.37310840e+00    1.39473837e+00   -1.40517366e-02
1691     3.62939010e-10    1.37127859e+00    1.42369114e+00   -1.33639292e-02
1692     3.63151463e-10    1.36764861e+00    1.45261397e+00   -1.26540991e-02
1693     3.63220297e-10    1.36519377e+00    1.46225273e+00   -1.24129269e-02
1694     3.63243050e-10    1.36424822e+00    1.46553545e+00   -1.23327744e-02
1695     3.63258918e-10    1.36349367e+00    1.46790412e+00   -1.22766653e-02
1696     3.63273198e-10    1.36272246e+00    1.47011344e+00   -1.22259988e-02
1697     3.63287479e-10    1.36190173e+00    1.47236438e+00   -1.21752486e-02
1698     3.63316041e-10    1.35996980e+00    1.47709084e+00   -1.20732536e-02
1699     3.63344603e-10    1.35767992e+00    1.48206199e+00   -1.19706176e-02
1700     3.63373165e-10    1.35508775e+00    1.48721124e+00   -1.18673685e-02
1701     3.63401727e-10    1.35225034e+00    1.49248921e+00   -1.17635343e-02
1702     3.63458851e-10    1.34602716e+00    1.50329126e+00   -1.15542227e-02
1703     3.63573099e-10    1.33200893e+00    1.52547575e+00   -1.11296318e-02
1704     3.63687346e-10    1.31627869e+00    1.54823991e+00   -1.06979237e-02
1705     3.63801594e-10    1.29886772e+00    1.57163201e+00   -1.02601216e-02
1706     3.63915842e-10    1.27963138e+00    1.59577513e+00   -9.81722152e-03
1707     3.64030090e-10    1.25847617e+00    1.62073880e+00   -9.37024068e-03
1708     3.64144337e-10    1.23537199e+00    1.64653840e+00   -8.92021455e-03
1709     3.64258585e-10    1.21034411e+00    1.67313114e+00   -8.46819363e-03
1710     3.64372833e-10    1.18349391e+00    1.70039193e+00   -8.01524774e-03
1711     3.64487080e-10    1.15534364e+00    1.72778606e+00   -7.56246365e-03
1712     3.64601328e-10    1.12686490e+00    1.75429938e+00   -7.11095387e-03
1713     3.64715576e-10    1.09876857e+00    1.77913565e+00   -6.66189082e-03
1714     3.64829824e-10    1.07134951e+00    1.80199360e+00   -6.21648985e-03
1715     3.64944071e-10    1.04477605e+00    1.82275617e+00   -5.77594535e-03
1716     3.65172567e-10    9.94499609e-01    1.85781826e+00   -4.91454558e-03
1717     3.65401062e-10    9.48380986e-01    1.88413130e+00   -4.08594046e-03
1718     3.65629558e-10    9.06900952e-01    1.90144693e+00   -3.29851133e-03
1719     3.65858053e-10    8.70351823e-01    1.90970580e+00   -2.56020373e-03
1720     3.66086548e-10    8.38546101e-01    1.90936398e+00   -1.87849350e-03
1721     3.66315044e-10    8.10919597e-01    1.90129637e+00   -1.26031405e-03
1722     3.66543539e-10    7.86789613e-01    1.88656541e+00   -7.11952173e-04
1723     3.66772035e-10    7.65516345e-01    1.86626374e+00   -2.38915022e-04
1724     3.67000530e-10    7.46541756e-01    1.84142291e+00    1.54157758e-04
1725     3.67229026e-10    7.29400702e-01    1.81297317e+00    4.63505498e-04
1726     3.67457521e-10    7.13733344e-01    1.78173468e+00    6.86234140e-04
1727     3.67914512e-10    6.85875247e-01    1.71393500e+00    8.64682089e-04
1728     3.68828494e-10    6.42946584e-01    1.57212328e+00    1.71255054e-04
1729     3.69742475e-10    6.20367307e-01    1.43974269e+00   -1.79463027e-03
1730     3.70498452e-10    6.22895911e-01    1.34848684e+00   -4.17567007e-03
1731     3.71099777e-10    6.42704492e-01    1.29099469e+00   -6.38114772e-03
1732     3.71633792e-10    6.75483806e-01    1.25179752e+00   -8.43627022e-03
1733     3.72114404e-10    7.17537376e-01    1.22613842e+00   -1.02662293e-02
1734     3.72595017e-10    7.70784814e-01    1.20958110e+00   -1.19916263e-02
1735     3.73075630e-10    8.33892741e-01    1.20183256e+00   -1.35357111e-02
1736     3.73556243e-10    9.05131631e-01    1.20215016e+00   -1.48298065e-02
1737     3.74036856e-10    9.82507723e-01    1.20932409e+00   -1.58164150e-02
1738     3.74517469e-10    1.06386385e+00    1.22172490e+00   -1.64518078e-02
1739     3.74998082e-10    1.14700546e+00    1.23734632e+00   -1.67079892e-02
1740     3.75478695e-10    1.22991939e+00    1.25378112e+00   -1.65739449e-02
1741     3.75959308e-10    1.31148125e+00    1.26769824e+00   -1.60561436e-02
1742     3.76113216e-10    1.33741780e+00    1.27037376e+00   -1.57940050e-02
1743     3.76267125e-10    1.36380167e+00    1.27207608e+00   -1.55141505e-02
1744     3.76280331e-10    1.36612138e+00    1.27211277e+00   -1.54883634e-02
1745     3.76306742e-10    1.37081826e+00    1.27211563e+00   -1.54362806e-02
1746     3.76315379e-10    1.37239207e+00    1.27207202e+00   -1.54189733e-02
1747     3.76324016e-10    1.37397811e+00    1.27201544e+00   -1.54016119e-02
1748     3.76341291e-10    1.37723530e+00    1.27181229e+00   -1.53665646e-02
1749     3.76375839e-10    1.38410721e+00    1.27099945e+00   -1.52951796e-02
1750     3.76410388e-10    1.39138748e+00    1.26966430e+00   -1.52220949e-02
1751     3.76444937e-10    1.39895951e+00    1.26789561e+00   -1.51473467e-02
1752     3.76479486e-10    1.40673565e+00    1.26579334e+00   -1.50709733e-02
1753     3.76514035e-10    1.41465620e+00    1.26343665e+00   -1.49930088e-02
1754     3.76583132e-10    1.43078658e+00    1.25817088e+00   -1.48324275e-02
1755     3.76652230e-10    1.44722043e+00    1.25230954e+00   -1.46657754e-02
1756     3.76721328e-10    1.46392743e+00    1.24592381e+00   -1.44932065e-02
1757     3.76790425e-10    1.48092553e+00    1.23900283e+00   -1.43148610e-02
1758     3.76928621e-10    1.51589649e+00    1.22341485e+00   -1.39414846e-02
1759     3.77066816e-10    1.55225676e+00    1.20534583e+00   -1.35467705e-02
1760     3.77205011e-10    1.59004887e+00    1.18467435e+00   -1.31320000e-02
1761     3.77343207e-10    1.62919623e+00    1.16139639e+00   -1.26985448e-02
1762     3.77481402e-10    1.66940900e+00    1.13570693e+00   -1.22478759e-02
1763     3.77619597e-10    1.70949682e+00    1.10871545e+00   -1.17815640e-02
1764     3.77733993e-10    1.74138577e+00    1.08647370e+00   -1.13848957e-02
1765     3.77848389e-10    1.77146273e+00    1.06485899e+00   -1.09797371e-02
1766     3.77962785e-10    1.79953286e+00    1.04407435e+00   -1.05671954e-02
1767     3.78191576e-10    1.84930860e+00    1.00537040e+00   -9.72489887e-03
1768     3.78420368e-10    1.89036139e+00    9.70736150e-01   -8.86620219e-03
1769     3.78649160e-10    1.92231742e+00    9.40527475e-01   -7.99984860e-03
1770     3.78877951e-10    1.94489863e+00    9.14989457e-01   -7.13462908e-03
1771     3.79106743e-10    1.95831118e+00    8.93914234e-01   -6.27936714e-03
1772     3.79335534e-10    1.96323941e+00    8.76668249e-01   -5.44284025e-03
1773     3.79564326e-10    1.96061652e+00    8.62465905e-01   -4.63363988e-03
1774     3.79793118e-10    1.95144199e+00    8.50548846e-01   -3.85999301e-03
1775     3.80021909e-10    1.93667425e+00    8.40233737e-01   -3.12964254e-03
1776     3.80250701e-10    1.91717925e+00    8.30930283e-01   -2.44981498e-03
1777     3.80479492e-10    1.89372016e+00    8.22164597e-01   -1.82720710e-03
1778     3.80708284e-10    1.86696359e+00    8.13583074e-01   -1.26795094e-03
1779     3.80937076e-10    1.83749421e+00    8.04945415e-01   -7.77562112e-04
1780     3.81394659e-10    1.77262507e+00    7.87028306e-01   -2.35005922e-05
1781     3.82309825e-10    1.63077745e+00    7.49921505e-01    5.02916403e-04
1782     3.83224992e-10    1.48749586e+00    7.17759495e-01   -2.99900949e-04
1783     3.83384547e-10    1.46366111e+00    7.13674988e-01   -5.91108049e-04
1784     3.83544103e-10    1.44008004e+00    7.09927778e-01   -9.00185552e-04
1785     3.83863214e-10    1.39458279e+00    7.04691674e-01   -1.62043210e-03
1786     3.84182325e-10    1.35157013e+00    7.02928001e-01   -2.46558932e-03
1787     3.84501436e-10    1.31136596e+00    7.05191765e-01   -3.41892618e-03
1788     3.84820547e-10    1.27429088e+00    7.11906919e-01   -4.46158844e-03
1789     3.85139659e-10    1.24068618e+00    7.23333014e-01   -5.57296230e-03
1790     3.85458770e-10    1.21089105e+00    7.39572587e-01   -6.73107045e-03
1791     3.85777881e-10    1.18519675e+00    7.60605586e-01   -7.91300321e-03
1792     3.86096992e-10    1.16380813e+00    7.86318845e-01   -9.09537627e-03
1793     3.86416103e-10    1.14682641e+00    8.16522611e-01   -1.02548012e-02
1794     3.86735214e-10    1.13424365e+00    8.50958430e-01   -1.13683538e-02
1795     3.87054325e-10    1.12594354e+00    8.89305066e-01   -1.24140304e-02
1796     3.87373437e-10    1.12170301e+00    9.31185570e-01   -1.33711844e-02
1797     3.87692548e-10    1.12119379e+00    9.76177917e-01   -1.42209351e-02
1798     3.88011659e-10    1.12398044e+00    1.02383133e+00   -1.49465422e-02
1799     3.88330770e-10    1.12951348e+00    1.07369324e+00   -1.55337349e-02
1800     3.88649881e-10    1.13708732e+00    1.12537038e+00   -1.59709898e-02
1801     3.88968992e-10    1.14566397e+00    1.17871781e+00   -1.62497681e-02
1802     3.89288103e-10    1.15312729e+00    1.23458508e+00   -1.63647342e-02
1803     3.89364839e-10    1.15407700e+00    1.24893541e+00   -1.63628395e-02
1804     3.89387899e-10    1.15426577e+00    1.25334912e+00   -1.63614001e-02
1805     3.89410960e-10    1.15437115e+00    1.25785475e+00   -1.63595249e-02
1806     3.89434020e-10    1.15427743e+00    1.26257168e+00   -1.63567770e-02
1807     3.89457081e-10    1.15395017e+00    1.26751461e+00   -1.63531560e-02
1808     3.89480141e-10    1.15339940e+00    1.27265049e+00   -1.63486654e-02
1809     3.89503202e-10    1.15265354e+00    1.27794212e+00   -1.63433118e-02
1810     3.89526263e-10    1.15174424e+00    1.28335934e+00   -1.63371025e-02
1811     3.89572384e-10    1.14955346e+00    1.29447484e+00   -1.63221449e-02
1812     3.89618505e-10    1.14698623e+00    1.30587562e+00   -1.63038307e-02
1813     3.89664626e-10    1.14415376e+00    1.31748499e+00   -1.62821877e-02
1814     3.89756868e-10    1.13788182e+00    1.34122656e+00   -1.62289794e-02
1815     3.89849110e-10    1.13084765e+00    1.36565598e+00   -1.61625907e-02
1816     3.89941352e-10    1.12300932e+00    1.39081299e+00   -1.60830788e-02
1817     3.90033595e-10    1.11428768e+00    1.41674616e+00   -1.59905129e-02
1818     3.90125837e-10    1.10461995e+00    1.44348520e+00   -1.58849868e-02
1819     3.90218079e-10    1.09396583e+00    1.47103984e+00   -1.57666178e-02
1820     3.90310321e-10    1.08230995e+00    1.49939456e+00   -1.56355469e-02
1821     3.90402563e-10    1.06965594e+00    1.52851015e+00   -1.54919400e-02
1822     3.90494805e-10    1.05603474e+00    1.55831631e+00   -1.53359913e-02
1823     3.90587048e-10    1.04162590e+00    1.58859909e+00   -1.51679230e-02
1824     3.90679290e-10    1.02692515e+00    1.61883220e+00   -1.49879819e-02
1825     3.90771532e-10    1.01244854e+00    1.64842282e+00   -1.47964551e-02
1826     3.90863774e-10    9.98451243e-01    1.67704233e+00   -1.45936868e-02
1827     3.91048258e-10    9.72391160e-01    1.73081039e+00   -1.41561450e-02
1828     3.91232743e-10    9.49197687e-01    1.77961028e+00   -1.36782932e-02
1829     3.91417227e-10    9.29032380e-01    1.82318768e+00   -1.31633792e-02
1830     3.91601711e-10    9.12014907e-01    1.86129817e+00   -1.26148157e-02
1831     3.91786196e-10    8.98286048e-01    1.89365945e+00   -1.20362164e-02
1832     3.91970680e-10    8.87851152e-01    1.92012457e+00   -1.14314093e-02
1833     3.92155164e-10    8.80478211e-01    1.94079373e+00   -1.08044289e-02
1834     3.92339649e-10    8.75757197e-01    1.95596697e+00   -1.01594928e-02
1835     3.92524133e-10    8.73213656e-01    1.96605964e+00   -9.50094606e-03
1836     3.92708617e-10    8.72378824e-01    1.97153482e+00   -8.83318310e-03
1837     3.92893102e-10    8.72804501e-01    1.97285502e+00   -8.16059163e-03
1838     3.93077586e-10    8.74071434e-01    1.97045288e+00   -7.48753843e-03
1839     3.93262070e-10    8.75802193e-01    1.96471925e+00   -6.81837005e-03
1840     3.93446555e-10    8.77671633e-01    1.95600133e+00   -6.15740621e-03
1841     3.93815524e-10    8.80723694e-01    1.93091937e+00   -4.87914743e-03
1842     3.94184492e-10    8.81826949e-01    1.89711032e+00   -3.68365815e-03
1843     3.94553461e-10    8.80106939e-01    1.85624770e+00   -2.60201752e-03
1844     3.94922430e-10    8.75251405e-01    1.80972194e+00   -1.66246601e-03
1845     3.95291398e-10    8.67382694e-01    1.75873721e+00   -8.89607793e-04
1846     3.95660367e-10    8.56957461e-01    1.70437306e+00   -3.03718144e-04
1847     3.96029336e-10    8.44688205e-01    1.64761768e+00    7.98224049e-05
1848     3.96767273e-10    8.18910624e-01    1.53090780e+00    2.07220389e-04
1849     3.97505210e-10    7.97998945e-01    1.41457125e+00   -5.11395653e-04
1850     3.98243148e-10    7.90010123e-01    1.30474122e+00   -2.00141962e-03
1851     3.98907291e-10    7.98436162e-01    1.21696468e+00   -3.87911647e-03
1852     3.99487522e-10    8.19720411e-01    1.15274796e+00   -5.81035749e-03
1853     4.00009729e-10    8.50551099e-01    1.10691095e+00   -7.67247463e-03
1854     4.00479715e-10    8.87761967e-01    1.07609996e+00   -9.36495756e-03
1855     4.00949702e-10    9.33625117e-01    1.05523044e+00   -1.09969711e-02
1856     4.01419688e-10    9.87632043e-01    1.04372405e+00   -1.24989792e-02
1857     4.01889675e-10    1.04935087e+00    1.04018466e+00   -1.38070602e-02
1858     4.02312662e-10    1.11226967e+00    1.04098948e+00   -1.47730071e-02
1859     4.02404446e-10    1.12742670e+00    1.04106748e+00   -1.49471743e-02
1860     4.02461245e-10    1.13722447e+00    1.04083317e+00   -1.50505039e-02
1861     4.02480570e-10    1.14064679e+00    1.04068519e+00   -1.50851405e-02
1862     4.02499894e-10    1.14420156e+00    1.04042653e+00   -1.51192550e-02
1863     4.02515418e-10    1.14716259e+00    1.04012617e+00   -1.51463206e-02
1864     4.02530941e-10    1.15022766e+00    1.03972881e+00   -1.51730467e-02
1865     4.02546465e-10    1.15334438e+00    1.03928205e+00   -1.51996030e-02
1866     4.02577511e-10    1.15985214e+00    1.03811177e+00   -1.52516967e-02
1867     4.02608558e-10    1.16665943e+00    1.03662159e+00   -1.53024347e-02
1868     4.02639605e-10    1.17369399e+00    1.03488309e+00   -1.53518223e-02
1869     4.02670652e-10    1.18090513e+00    1.03295975e+00   -1.53998632e-02
1870     4.02701699e-10    1.18825772e+00    1.03089978e+00   -1.54465578e-02
1871     4.02763792e-10    1.20330515e+00    1.02649699e+00   -1.55358912e-02
1872     4.02825886e-10    1.21876250e+00    1.02180158e+00   -1.56197771e-02
1873     4.02887980e-10    1.23461319e+00    1.01685668e+00   -1.56981489e-02
1874     4.03012167e-10    1.26755504e+00    1.00616131e+00   -1.58380193e-02
1875     4.03136354e-10    1.30223772e+00    9.94257983e-01   -1.59549731e-02
1876     4.03260541e-10    1.33873880e+00    9.80993445e-01   -1.60485065e-02
1877     4.03384728e-10    1.37706388e+00    9.66284439e-01   -1.61181935e-02
1878     4.03508916e-10    1.41713408e+00    9.50124026e-01   -1.61636916e-02
1879     4.03633103e-10    1.45873365e+00    9.32627745e-01   -1.61847528e-02
1880     4.03757290e-10    1.50102555e+00    9.14544002e-01   -1.61812252e-02
1881     4.03864832e-10    1.53719818e+00    8.99309077e-01   -1.61582727e-02
1882     4.03972373e-10    1.57230096e+00    8.84990274e-01   -1.61169316e-02
1883     4.04079914e-10    1.60610274e+00    8.71776972e-01   -1.60573559e-02
1884     4.04294997e-10    1.66935790e+00    8.49015744e-01   -1.58843611e-02
1885     4.04510080e-10    1.72648920e+00    8.31282091e-01   -1.56409430e-02
1886     4.04725163e-10    1.77705613e+00    8.18720912e-01   -1.53292947e-02
1887     4.04940246e-10    1.82058007e+00    8.11461033e-01   -1.49521786e-02
1888     4.05155329e-10    1.85686160e+00    8.09333283e-01   -1.45129900e-02
1889     4.05370411e-10    1.88612261e+00    8.11755921e-01   -1.40157666e-02
1890     4.05585494e-10    1.90887512e+00    8.17931585e-01   -1.34651147e-02
1891     4.05800577e-10    1.92575550e+00    8.27034319e-01   -1.28660592e-02
1892     4.06015660e-10    1.93740895e+00    8.38263040e-01   -1.22239296e-02
1893     4.06230743e-10    1.94442121e+00    8.50859874e-01   -1.15443444e-02
1894     4.06445826e-10    1.94729617e+00    8.64144937e-01   -1.08332293e-02
1895     4.06660908e-10    1.94645506e+00    8.77536121e-01   -1.00968066e-02
1896     4.06875991e-10    1.94224785e+00    8.90552116e-01   -9.34155631e-03
1897     4.07091074e-10    1.93496491e+00    9.02804780e-01   -8.57416046e-03
1898     4.07306157e-10    1.92484983e+00    9.13990030e-01   -7.80144053e-03
1899     4.07521240e-10    1.91210951e+00    9.23877570e-01   -7.03029195e-03
1900     4.07736323e-10    1.89692371e+00    9.32302439e-01   -6.26761772e-03
1901     4.07951405e-10    1.87945216e+00    9.39156779e-01   -5.52026210e-03
1902     4.08381571e-10    1.83829649e+00    9.47987016e-01   -4.10125762e-03
1903     4.08811737e-10    1.78965567e+00    9.50457587e-01   -2.82063900e-03
1904     4.09241902e-10    1.73455152e+00    9.47180128e-01   -1.72434258e-03
1905     4.09672068e-10    1.67398331e+00    9.39238674e-01   -8.51752167e-04
1906     4.10102234e-10    1.60895020e+00    9.28087269e-01   -2.34253842e-04
1907     4.10532399e-10    1.54050345e+00    9.15406051e-01    1.05906656e-04
1908     4.10962565e-10    1.46987273e+00    9.02880580e-01    1.56438455e-04
1909     4.11392731e-10    1.39858547e+00    8.91983073e-01   -8.45215553e-05
1910     4.11822896e-10    1.32840560e+00    8.83922793e-01   -6.08306525e-04
1911     4.12253062e-10    1.26112376e+00    8.79732671e-01   -1.39603007e-03
1912     4.12683228e-10    1.19838470e+00    8.80334060e-01   -2.41930394e-03
1913     4.13113393e-10    1.14159827e+00    8.86537524e-01   -3.64130136e-03
