Index       TIME          V(VCO_OUT_P)      V(VCO_OUT_N)         I(VDD)      
11453    3.91385676e-09    1.58523702e+00    8.09281627e-01   -7.66167099e-03
11454    3.91413233e-09    1.63376412e+00    7.57937767e-01   -7.67723356e-03
11455    3.91440790e-09    1.67298820e+00    7.16106714e-01   -7.69892170e-03
11456    3.91468348e-09    1.70241736e+00    6.84300840e-01   -7.72623844e-03
11457    3.91495905e-09    1.72219086e+00    6.62358547e-01   -7.75868888e-03
11458    3.91523463e-09    1.73333466e+00    6.49228301e-01   -7.79583227e-03
11459    3.91551020e-09    1.73732924e+00    6.43496509e-01   -7.83718118e-03
11460    3.91606135e-09    1.73032731e+00    6.48303622e-01   -7.92876067e-03
11461    3.91716365e-09    1.68496459e+00    6.94841671e-01   -8.11652531e-03
11462    3.91826595e-09    1.62377758e+00    7.63064385e-01   -8.26719569e-03
11463    3.91936824e-09    1.56057570e+00    8.36370325e-01   -8.34043525e-03
11464    3.92047054e-09    1.49392430e+00    9.13390794e-01   -8.32118517e-03
11465    3.92157284e-09    1.42048721e+00    9.94971440e-01   -8.21830223e-03
11466    3.92267513e-09    1.34230118e+00    1.07745576e+00   -8.05921185e-03
11467    3.92487973e-09    1.18149917e+00    1.23357855e+00   -7.74447293e-03
11468    3.92501633e-09    1.17091617e+00    1.24326848e+00   -7.72859065e-03
11469    3.92528953e-09    1.14457477e+00    1.26750134e+00   -7.69918697e-03
11470    3.92551075e-09    1.11243219e+00    1.29707366e+00   -7.67962013e-03
11471    3.92554184e-09    1.10697240e+00    1.30203164e+00   -7.67732540e-03
11472    3.92557294e-09    1.10150624e+00    1.30698219e+00   -7.67509637e-03
11473    3.92560403e-09    1.09602212e+00    1.31194348e+00   -7.67299967e-03
11474    3.92566621e-09    1.08492954e+00    1.32204275e+00   -7.66919266e-03
11475    3.92579058e-09    1.06189827e+00    1.34326285e+00   -7.66300812e-03
11476    3.92603932e-09    1.01143383e+00    1.39057635e+00   -7.65569754e-03
11477    3.92628806e-09    9.54884877e-01    1.44446432e+00   -7.65431176e-03
11478    3.92653680e-09    8.94866189e-01    1.50213083e+00   -7.65803651e-03
11479    3.92678554e-09    8.37313530e-01    1.55736777e+00   -7.66651983e-03
11480    3.92703428e-09    7.86280854e-01    1.60592760e+00   -7.67988471e-03
11481    3.92728302e-09    7.42664816e-01    1.64712311e+00   -7.69823800e-03
11482    3.92778049e-09    6.79686776e-01    1.70589011e+00   -7.74846533e-03
11483    3.92827797e-09    6.47782726e-01    1.73426866e+00   -7.81446627e-03
11484    3.92877545e-09    6.40690661e-01    1.73872375e+00   -7.89303152e-03
11485    3.92927293e-09    6.50528911e-01    1.72770771e+00   -7.97937451e-03
11486    3.92977041e-09    6.70937689e-01    1.70777856e+00   -8.06714093e-03
11487    3.93076536e-09    7.26553396e-01    1.65696766e+00   -8.22112550e-03
11488    3.93176032e-09    7.90775805e-01    1.60111161e+00   -8.32140213e-03
11489    3.93375023e-09    9.28290953e-01    1.48165446e+00   -8.30645470e-03
11490    3.93574015e-09    1.07340818e+00    1.34678711e+00   -8.06064579e-03
11491    3.93773006e-09    1.21257344e+00    1.20383976e+00   -7.76208966e-03
11492    3.93828526e-09    1.25376237e+00    1.15863266e+00   -7.70568214e-03
11493    3.93842928e-09    1.26759620e+00    1.14357834e+00   -7.69249095e-03
11494    3.93850813e-09    1.27717003e+00    1.13323494e+00   -7.68576578e-03
11495    3.93857476e-09    1.28624096e+00    1.12336286e+00   -7.68052105e-03
11496    3.93864138e-09    1.29570996e+00    1.11301938e+00   -7.67551510e-03
11497    3.93877463e-09    1.31624903e+00    1.09046059e+00   -7.66708375e-03
11498    3.93890788e-09    1.33835891e+00    1.06631509e+00   -7.66086706e-03
11499    3.93904113e-09    1.36216352e+00    1.04067371e+00   -7.65676512e-03
11500    3.93917438e-09    1.38789409e+00    1.01328026e+00   -7.65457437e-03
11501    3.93944088e-09    1.44511126e+00    9.53186944e-01   -7.65515046e-03
11502    3.93970738e-09    1.50647256e+00    8.89324945e-01   -7.66159923e-03
11503    3.93997389e-09    1.56462688e+00    8.28688473e-01   -7.67349035e-03
11504    3.94024039e-09    1.61498482e+00    7.75714693e-01   -7.69094959e-03
11505    3.94050689e-09    1.65682953e+00    7.31382639e-01   -7.71398263e-03
11506    3.94077339e-09    1.68968548e+00    6.96307970e-01   -7.74215572e-03
11507    3.94103989e-09    1.71331277e+00    6.70681512e-01   -7.77493565e-03
11508    3.94130639e-09    1.72830481e+00    6.53899578e-01   -7.81185405e-03
11509    3.94157289e-09    1.73584495e+00    6.44766021e-01   -7.85246777e-03
11510    3.94210589e-09    1.73464263e+00    6.43841031e-01   -7.94182290e-03
11511    3.94317190e-09    1.69648084e+00    6.83023331e-01   -8.12536861e-03
11512    3.94423790e-09    1.63885809e+00    7.47522993e-01   -8.27441151e-03
11513    3.94530391e-09    1.57833252e+00    8.18069303e-01   -8.34963077e-03
11514    3.94636991e-09    1.51543661e+00    8.91442927e-01   -8.33529495e-03
11515    3.94743592e-09    1.44637162e+00    9.68984595e-01   -8.23814985e-03
11516    3.94850192e-09    1.37141158e+00    1.04875285e+00   -8.08296476e-03
11517    3.95063393e-09    1.21830585e+00    1.19854015e+00   -7.75957722e-03
11518    3.95123225e-09    1.17233122e+00    1.24015031e+00   -7.69836411e-03
11519    3.95149425e-09    1.14656203e+00    1.26361349e+00   -7.67651208e-03
11520    3.95158631e-09    1.13470076e+00    1.27456928e+00   -7.66951731e-03
11521    3.95165938e-09    1.12391442e+00    1.28446650e+00   -7.66449775e-03
11522    3.95173244e-09    1.11256317e+00    1.29484342e+00   -7.65976997e-03
11523    3.95187858e-09    1.08766889e+00    1.31748714e+00   -7.65224587e-03
11524    3.95202472e-09    1.06091917e+00    1.34200171e+00   -7.64740839e-03
11525    3.95217086e-09    1.03234028e+00    1.36859455e+00   -7.64509910e-03
11526    3.95231700e-09    1.00162865e+00    1.39752220e+00   -7.64504779e-03
11527    3.95260927e-09    9.34158485e-01    1.46193458e+00   -7.65074490e-03
11528    3.95290155e-09    8.64735136e-01    1.52865761e+00   -7.66333936e-03
11529    3.95316460e-09    8.07685617e-01    1.58317802e+00   -7.68031205e-03
11530    3.95342765e-09    7.58558234e-01    1.62974728e+00   -7.70276914e-03
11531    3.95369070e-09    7.18091544e-01    1.66790305e+00   -7.73047537e-03
11532    3.95395374e-09    6.86734053e-01    1.69719791e+00   -7.76289659e-03
11533    3.95421679e-09    6.64460223e-01    1.71765369e+00   -7.79950145e-03
11534    3.95447984e-09    6.50451944e-01    1.73004544e+00   -7.83980902e-03
11535    3.95500594e-09    6.41861764e-01    1.73624472e+00   -7.92906474e-03
11536    3.95553204e-09    6.52439939e-01    1.72494609e+00   -8.02502897e-03
11537    3.95605813e-09    6.74691814e-01    1.70385031e+00   -8.12005390e-03
11538    3.95711033e-09    7.34858367e-01    1.65019668e+00   -8.27703283e-03
11539    3.95816252e-09    8.03706426e-01    1.59141615e+00   -8.36251232e-03
11540    3.96026691e-09    9.51238443e-01    1.46314664e+00   -8.28051302e-03
11541    3.96237130e-09    1.10389053e+00    1.31806442e+00   -7.96709669e-03
11542    3.96447569e-09    1.25486434e+00    1.15805409e+00   -7.66632960e-03
11543    3.96460686e-09    1.26614502e+00    1.14562265e+00   -7.65367723e-03
11544    3.96473804e-09    1.28085871e+00    1.12969221e+00   -7.64167897e-03
11545    3.96484712e-09    1.29651269e+00    1.11245763e+00   -7.63295158e-03
11546    3.96493638e-09    1.31006256e+00    1.09727549e+00   -7.62698545e-03
11547    3.96502565e-09    1.32424431e+00    1.08158832e+00   -7.62216719e-03
11548    3.96511491e-09    1.33914336e+00    1.06525565e+00   -7.61842412e-03
11549    3.96529344e-09    1.37144787e+00    1.03034870e+00   -7.61389103e-03
11550    3.96547196e-09    1.40731371e+00    9.92191491e-01   -7.61293857e-03
11551    3.96565049e-09    1.44664659e+00    9.50827632e-01   -7.61514861e-03
11552    3.96582902e-09    1.48821198e+00    9.07427483e-01   -7.62018708e-03
11553    3.96600754e-09    1.52912024e+00    8.64753101e-01   -7.62786020e-03
11554    3.96618607e-09    1.56705332e+00    8.24953558e-01   -7.63819115e-03
11555    3.96636459e-09    1.60140241e+00    7.88674383e-01   -7.65129989e-03
11556    3.96672165e-09    1.65865247e+00    7.27813834e-01   -7.68562508e-03
11557    3.96707870e-09    1.69978493e+00    6.83526257e-01   -7.72985057e-03
11558    3.96743575e-09    1.72479921e+00    6.55815788e-01   -7.78263845e-03
11559    3.96779280e-09    1.73584573e+00    6.42470621e-01   -7.84273541e-03
11560    3.96814986e-09    1.73620924e+00    6.40439118e-01   -7.90863688e-03
11561    3.96850691e-09    1.72898528e+00    6.46858043e-01   -7.97815720e-03
11562    3.96922101e-09    1.70161409e+00    6.75279406e-01   -8.11648044e-03
11563    3.97064922e-09    1.62704767e+00    7.59691642e-01   -8.32934923e-03
11564    3.97207743e-09    1.54540617e+00    8.56411728e-01   -8.39632753e-03
11565    3.97350564e-09    1.45633414e+00    9.59118711e-01   -8.29523632e-03
11566    3.97493385e-09    1.35704082e+00    1.06562560e+00   -8.07211210e-03
11567    3.97636206e-09    1.25450790e+00    1.16672816e+00   -7.81513691e-03
11568    3.97731991e-09    1.18477695e+00    1.22965761e+00   -7.70180818e-03
11569    3.97753543e-09    1.16758085e+00    1.24513884e+00   -7.67933856e-03
11570    3.97775094e-09    1.14559323e+00    1.26521082e+00   -7.65856095e-03
11571    3.97792506e-09    1.12025214e+00    1.28829430e+00   -7.64475238e-03
11572    3.97809918e-09    1.09041565e+00    1.31523649e+00   -7.63462021e-03
11573    3.97824889e-09    1.06314790e+00    1.34020419e+00   -7.62909562e-03
11574    3.97839860e-09    1.03381237e+00    1.36753545e+00   -7.62621198e-03
11575    3.97854830e-09    1.00222620e+00    1.39726510e+00   -7.62569713e-03
11576    3.97869801e-09    9.68444440e-01    1.42938849e+00   -7.62733886e-03
11577    3.97899742e-09    8.97347297e-01    1.49748769e+00   -7.63633613e-03
11578    3.97929684e-09    8.29258676e-01    1.56268784e+00   -7.65255667e-03
11579    3.97956631e-09    7.76126823e-01    1.61306985e+00   -7.67338210e-03
11580    3.97983578e-09    7.31772422e-01    1.65480856e+00   -7.70013320e-03
11581    3.98010526e-09    6.96785350e-01    1.68748965e+00   -7.73231978e-03
11582    3.98037473e-09    6.71328307e-01    1.71088315e+00   -7.76933207e-03
11583    3.98064420e-09    6.54793926e-01    1.72560047e+00   -7.81063009e-03
11584    3.98091368e-09    6.45960598e-01    1.73284576e+00   -7.85568869e-03
11585    3.98145262e-09    6.45718779e-01    1.73108159e+00   -7.95374436e-03
11586    3.98253052e-09    6.86280735e-01    1.69211173e+00   -8.15168412e-03
11587    3.98360841e-09    7.52050482e-01    1.63409430e+00   -8.30834407e-03
11588    3.98468630e-09    8.23905298e-01    1.57321205e+00   -8.38228512e-03
11589    3.98576419e-09    8.98890984e-01    1.50948412e+00   -8.35802168e-03
11590    3.98684209e-09    9.78110886e-01    1.43915258e+00   -8.24476093e-03
11591    3.98791998e-09    1.05895940e+00    1.36306371e+00   -8.07120887e-03
11592    3.99007576e-09    1.21022443e+00    1.20712853e+00   -7.72331400e-03
11593    3.99066439e-09    1.25462916e+00    1.15780846e+00   -7.66330462e-03
11594    3.99080730e-09    1.26946740e+00    1.14155940e+00   -7.65038809e-03
11595    3.99092701e-09    1.28537739e+00    1.12415907e+00   -7.64103044e-03
11596    3.99103475e-09    1.30140993e+00    1.10655849e+00   -7.63399333e-03
11597    3.99113119e-09    1.31675070e+00    1.08974432e+00   -7.62885922e-03
11598    3.99122763e-09    1.33254284e+00    1.07246882e+00   -7.62431139e-03
11599    3.99142050e-09    1.36681140e+00    1.03536267e+00   -7.61863130e-03
11600    3.99161338e-09    1.40489240e+00    9.94781252e-01   -7.61717073e-03
11601    3.99180625e-09    1.44691489e+00    9.50571240e-01   -7.61941582e-03
11602    3.99199913e-09    1.49140448e+00    9.04098705e-01   -7.62495755e-03
11603    3.99219200e-09    1.53492339e+00    8.58662718e-01   -7.63358212e-03
11604    3.99238487e-09    1.57484695e+00    8.16712076e-01   -7.64532442e-03
11605    3.99257775e-09    1.61056051e+00    7.78943540e-01   -7.66029346e-03
11606    3.99296350e-09    1.66854189e+00    7.17193267e-01   -7.69943871e-03
11607    3.99334925e-09    1.70777604e+00    6.74745760e-01   -7.74962247e-03
11608    3.99373499e-09    1.72898046e+00    6.50827581e-01   -7.80917663e-03
11609    3.99412074e-09    1.73546332e+00    6.42168469e-01   -7.87646159e-03
11610    3.99450649e-09    1.73131088e+00    6.45019300e-01   -7.94924483e-03
11611    3.99527799e-09    1.70497240e+00    6.71825604e-01   -8.09744763e-03
11612    3.99604949e-09    1.66623410e+00    7.14623594e-01   -8.23133498e-03
11613    3.99682098e-09    1.62385992e+00    7.63614880e-01   -8.33146365e-03
11614    3.99836398e-09    1.53596958e+00    8.67550252e-01   -8.38841135e-03
11615    3.99990697e-09    1.43812423e+00    9.79128550e-01   -8.25705059e-03
11616    4.00144997e-09    1.32947763e+00    1.09343538e+00   -8.00305223e-03
11617    4.00299296e-09    1.21809313e+00    1.20048395e+00   -7.74067933e-03
11618    4.00351094e-09    1.17831392e+00    1.23624520e+00   -7.67886594e-03
11619    4.00377438e-09    1.15406991e+00    1.25810816e+00   -7.65256926e-03
11620    4.00386437e-09    1.14332707e+00    1.26796533e+00   -7.64423914e-03
11621    4.00393721e-09    1.13309339e+00    1.27732449e+00   -7.63801930e-03
11622    4.00401005e-09    1.12220045e+00    1.28725017e+00   -7.63208820e-03
11623    4.00415573e-09    1.09790331e+00    1.30921814e+00   -7.62219409e-03
11624    4.00430140e-09    1.07168416e+00    1.33304082e+00   -7.61512136e-03
11625    4.00444708e-09    1.04374601e+00    1.35882606e+00   -7.61076477e-03
11626    4.00459275e-09    1.01374555e+00    1.38687276e+00   -7.60886000e-03
11627    4.00488411e-09    9.47570363e-01    1.44966559e+00   -7.61142216e-03
11628    4.00517546e-09    8.77929729e-01    1.51632518e+00   -7.62158267e-03
11629    4.00543768e-09    8.19330337e-01    1.57220990e+00   -7.63684810e-03
11630    4.00569990e-09    7.68397838e-01    1.62034128e+00   -7.65804116e-03
11631    4.00596211e-09    7.25944536e-01    1.66017666e+00   -7.68505786e-03
11632    4.00622433e-09    6.92485243e-01    1.69128950e+00   -7.71740959e-03
11633    4.00648655e-09    6.68143578e-01    1.71353050e+00   -7.75454048e-03
11634    4.00674877e-09    6.52271134e-01    1.72752702e+00   -7.79594486e-03
11635    4.00727320e-09    6.40713836e-01    1.73614540e+00   -7.88910228e-03
11636    4.00779764e-09    6.49272390e-01    1.72632560e+00   -7.99128723e-03
11637    4.00832208e-09    6.70255982e-01    1.70605338e+00   -8.09465404e-03
11638    4.00937095e-09    7.29213119e-01    1.65315092e+00   -8.27230275e-03
11639    4.01041982e-09    7.97774390e-01    1.59478638e+00   -8.38009231e-03
11640    4.01251756e-09    9.45123981e-01    1.46834923e+00   -8.32821633e-03
11641    4.01461530e-09    1.09820872e+00    1.32517729e+00   -8.01132628e-03
11642    4.01671305e-09    1.24697738e+00    1.16879028e+00   -7.67471018e-03
11643    4.01684450e-09    1.25692060e+00    1.15775714e+00   -7.65889449e-03
11644    4.01687831e-09    1.25959094e+00    1.15480504e+00   -7.65490548e-03
11645    4.01694592e-09    1.26555017e+00    1.14829873e+00   -7.64707907e-03
11646    4.01701353e-09    1.27304607e+00    1.14020442e+00   -7.63957006e-03
11647    4.01708114e-09    1.28192886e+00    1.13047570e+00   -7.63246126e-03
11648    4.01714875e-09    1.29152818e+00    1.11977630e+00   -7.62589169e-03
11649    4.01721636e-09    1.30156480e+00    1.10855787e+00   -7.61995441e-03
11650    4.01735158e-09    1.32278251e+00    1.08501788e+00   -7.61002175e-03
11651    4.01748680e-09    1.34567579e+00    1.05996390e+00   -7.60257349e-03
11652    4.01775724e-09    1.39732187e+00    1.00452101e+00   -7.59428007e-03
11653    4.01802769e-09    1.45666762e+00    9.41964060e-01   -7.59375409e-03
11654    4.01829813e-09    1.51891617e+00    8.76826616e-01   -7.59998925e-03
11655    4.01854152e-09    1.57107411e+00    8.22007777e-01   -7.61113696e-03
11656    4.01878492e-09    1.61654958e+00    7.73769052e-01   -7.62769544e-03
11657    4.01902832e-09    1.65489655e+00    7.32793761e-01   -7.64963216e-03
11658    4.01927172e-09    1.68571912e+00    6.99552646e-01   -7.67660328e-03
11659    4.01951511e-09    1.70878139e+00    6.74278103e-01   -7.70819378e-03
11660    4.01975851e-09    1.72442086e+00    6.56618665e-01   -7.74400607e-03
11661    4.02024530e-09    1.73745186e+00    6.40147660e-01   -7.82652360e-03
11662    4.02073210e-09    1.73233435e+00    6.43125547e-01   -7.92017281e-03
11663    4.02121889e-09    1.71620179e+00    6.58841818e-01   -8.01892122e-03
11664    4.02219248e-09    1.66947955e+00    7.09235702e-01   -8.20342879e-03
11665    4.02316607e-09    1.61561790e+00    7.71250924e-01   -8.34075233e-03
11666    4.02511325e-09    1.50204206e+00    9.05082672e-01   -8.38868509e-03
11667    4.02706042e-09    1.37368376e+00    1.04793695e+00   -8.15928970e-03
11668    4.02900760e-09    1.23530653e+00    1.18625482e+00   -7.81468671e-03
11669    4.02961830e-09    1.19077182e+00    1.22683883e+00   -7.72653308e-03
11670    4.02997842e-09    1.16064911e+00    1.25409922e+00   -7.68299839e-03
11671    4.03009410e-09    1.14864917e+00    1.26506992e+00   -7.66999004e-03
11672    4.03016427e-09    1.13967452e+00    1.27334170e+00   -7.66250331e-03
11673    4.03022578e-09    1.13079122e+00    1.28147340e+00   -7.65631977e-03
11674    4.03028729e-09    1.12147220e+00    1.28997297e+00   -7.65034281e-03
11675    4.03041031e-09    1.10107953e+00    1.30844341e+00   -7.63977118e-03
11676    4.03053333e-09    1.07925964e+00    1.32826357e+00   -7.63117691e-03
11677    4.03065635e-09    1.05622704e+00    1.34944323e+00   -7.62452506e-03
11678    4.03077937e-09    1.03177801e+00    1.37218377e+00   -7.61966881e-03
11679    4.03102541e-09    9.78335262e-01    1.42259611e+00   -7.61473478e-03
11680    4.03127144e-09    9.19757289e-01    1.47854032e+00   -7.61551225e-03
11681    4.03151748e-09    8.61194988e-01    1.53463541e+00   -7.62143329e-03
11682    4.03173892e-09    8.12988109e-01    1.58046467e+00   -7.63115900e-03
11683    4.03196035e-09    7.70339722e-01    1.62066466e+00   -7.64526441e-03
11684    4.03218179e-09    7.33723497e-01    1.65498743e+00   -7.66367313e-03
11685    4.03240322e-09    7.03448735e-01    1.68311318e+00   -7.68611347e-03
11686    4.03284609e-09    6.62175794e-01    1.72059175e+00   -7.74178161e-03
11687    4.03328896e-09    6.43703703e-01    1.73584730e+00   -7.81017480e-03
11688    4.03373183e-09    6.42521834e-01    1.73472890e+00   -7.88858120e-03
11689    4.03417470e-09    6.53342905e-01    1.72293226e+00   -7.97293335e-03
11690    4.03506043e-09    6.94444224e-01    1.68370243e+00   -8.13838542e-03
11691    4.03594617e-09    7.48572480e-01    1.63549037e+00   -8.27556764e-03
11692    4.03771765e-09    8.66977352e-01    1.53422022e+00   -8.38257909e-03
11693    4.03948912e-09    9.95458490e-01    1.42123376e+00   -8.25269640e-03
11694    4.04126060e-09    1.12568284e+00    1.29654809e+00   -7.97010858e-03
11695    4.04303207e-09    1.25278973e+00    1.16255653e+00   -7.69729280e-03
11696    4.04314790e-09    1.26228345e+00    1.15214483e+00   -7.68359430e-03
11697    4.04326373e-09    1.27427309e+00    1.13923008e+00   -7.67033497e-03
11698    4.04336255e-09    1.28757062e+00    1.12474573e+00   -7.65987816e-03
11699    4.04345149e-09    1.30069303e+00    1.11014609e+00   -7.65143807e-03
11700    4.04354042e-09    1.31444846e+00    1.09489443e+00   -7.64408180e-03
11701    4.04362936e-09    1.32886874e+00    1.07904163e+00   -7.63779305e-03
11702    4.04380723e-09    1.36004472e+00    1.04523682e+00   -7.62817624e-03
11703    4.04416298e-09    1.43252458e+00    9.68344836e-01   -7.61920822e-03
11704    4.04451873e-09    1.51320565e+00    8.83942816e-01   -7.62209812e-03
11705    4.04483891e-09    1.58152614e+00    8.12326566e-01   -7.63390628e-03
11706    4.04512706e-09    1.63297618e+00    7.57775969e-01   -7.65208747e-03
11707    4.04541522e-09    1.67413936e+00    7.13702231e-01   -7.67736760e-03
11708    4.04570337e-09    1.70456592e+00    6.80673675e-01   -7.70915789e-03
11709    4.04599153e-09    1.72443052e+00    6.58425909e-01   -7.74683550e-03
11710    4.04627969e-09    1.73499282e+00    6.45714169e-01   -7.78986598e-03
11711    4.04656784e-09    1.73797498e+00    6.40894335e-01   -7.83760511e-03
11712    4.04714416e-09    1.72849505e+00    6.48259717e-01   -7.94241830e-03
11713    4.04829678e-09    1.67855015e+00    7.00308223e-01   -8.15209636e-03
11714    4.04944941e-09    1.61412565e+00    7.73271452e-01   -8.31150134e-03
11715    4.05175466e-09    1.47592338e+00    9.33227868e-01   -8.34411163e-03
11716    4.05382939e-09    1.33652504e+00    1.08479791e+00   -8.08499024e-03
11717    4.05590411e-09    1.18694153e+00    1.23072337e+00   -7.75347745e-03
11718    4.05604474e-09    1.17631705e+00    1.24046341e+00   -7.73413475e-03
11719    4.05632600e-09    1.15214866e+00    1.26260798e+00   -7.69778218e-03
11720    4.05636540e-09    1.14780235e+00    1.26664338e+00   -7.69311651e-03
11721    4.05640481e-09    1.14312910e+00    1.27100094e+00   -7.68850182e-03
11722    4.05644421e-09    1.13785360e+00    1.27590365e+00   -7.68399832e-03
11723    4.05648361e-09    1.13210442e+00    1.28117698e+00   -7.67963186e-03
11724    4.05656242e-09    1.11972446e+00    1.29240849e+00   -7.67142356e-03
11725    4.05672003e-09    1.09291063e+00    1.31671297e+00   -7.65736974e-03
11726    4.05687765e-09    1.06397215e+00    1.34326231e+00   -7.64648013e-03
11727    4.05703526e-09    1.03273635e+00    1.37235036e+00   -7.63852117e-03
11728    4.05735049e-09    9.62857618e-01    1.43851440e+00   -7.63017702e-03
11729    4.05766572e-09    8.87330580e-01    1.51082599e+00   -7.63078604e-03
11730    4.05798094e-09    8.16210263e-01    1.57875070e+00   -7.63967761e-03
11731    4.05826465e-09    7.61679806e-01    1.63025238e+00   -7.65491726e-03
11732    4.05854835e-09    7.17242410e-01    1.67181606e+00   -7.67701990e-03
11733    4.05883206e-09    6.83518257e-01    1.70295521e+00   -7.70546953e-03
11734    4.05911576e-09    6.60363366e-01    1.72372669e+00   -7.73969606e-03
11735    4.05939947e-09    6.46662939e-01    1.73525262e+00   -7.77922217e-03
11736    4.05968317e-09    6.40846257e-01    1.73915863e+00   -7.82349821e-03
11737    4.06025058e-09    6.46378361e-01    1.73123740e+00   -7.92204926e-03
11738    4.06138540e-09    6.95655518e-01    1.68325463e+00   -8.12424288e-03
11739    4.06252022e-09    7.66741249e-01    1.61980747e+00   -8.28489020e-03
11740    4.06478986e-09    9.22967894e-01    1.48432272e+00   -8.34219544e-03
11741    4.06683254e-09    1.07215341e+00    1.34788673e+00   -8.11339282e-03
11742    4.06887521e-09    1.21579012e+00    1.20238984e+00   -7.79342881e-03
11743    4.06944529e-09    1.25897422e+00    1.15534184e+00   -7.72653300e-03
11744    4.06958608e-09    1.27347635e+00    1.13967203e+00   -7.71135952e-03
11745    4.06970603e-09    1.28947636e+00    1.12235879e+00   -7.69972323e-03
11746    4.06981259e-09    1.30544417e+00    1.10498253e+00   -7.69061605e-03
11747    4.06990777e-09    1.32070379e+00    1.08838284e+00   -7.68352729e-03
11748    4.07000294e-09    1.33641506e+00    1.07131603e+00   -7.67696727e-03
11749    4.07019330e-09    1.37050080e+00    1.03462284e+00   -7.66693888e-03
11750    4.07038365e-09    1.40834231e+00    9.94485756e-01   -7.66073550e-03
11751    4.07057400e-09    1.45004949e+00    9.50773500e-01   -7.65788719e-03
11752    4.07076435e-09    1.49415442e+00    9.04848486e-01   -7.65802302e-03
11753    4.07095470e-09    1.53729357e+00    8.59939299e-01   -7.66095961e-03
11754    4.07114506e-09    1.57691549e+00    8.18420458e-01   -7.66675691e-03
11755    4.07133541e-09    1.61241592e+00    7.80970718e-01   -7.67555477e-03
11756    4.07171611e-09    1.67024079e+00    7.19496477e-01   -7.70188591e-03
11757    4.07209682e-09    1.70965486e+00    6.76864183e-01   -7.73893231e-03
11758    4.07247752e-09    1.73126966e+00    6.52406829e-01   -7.78543512e-03
11759    4.07285822e-09    1.73824030e+00    6.42997538e-01   -7.84017799e-03
11760    4.07323893e-09    1.73454060e+00    6.44997419e-01   -7.90137797e-03
11761    4.07400034e-09    1.70881773e+00    6.70079169e-01   -8.03108290e-03
11762    4.07476175e-09    1.67030282e+00    7.11258591e-01   -8.15447376e-03
11763    4.07552315e-09    1.62790621e+00    7.58765286e-01   -8.25360377e-03
11764    4.07704597e-09    1.54035458e+00    8.59813809e-01   -8.33573670e-03
11765    4.07856879e-09    1.44400755e+00    9.68797680e-01   -8.25476767e-03
11766    4.08009160e-09    1.33743787e+00    1.08190499e+00   -8.05412979e-03
11767    4.08161442e-09    1.22869786e+00    1.18886259e+00   -7.82381434e-03
11768    4.08219113e-09    1.18620158e+00    1.22800129e+00   -7.75667518e-03
11769    4.08251474e-09    1.15858653e+00    1.25333517e+00   -7.72505226e-03
11770    4.08262257e-09    1.14689000e+00    1.26417322e+00   -7.71527426e-03
11771    4.08271570e-09    1.13419697e+00    1.27593145e+00   -7.70754265e-03
11772    4.08279952e-09    1.12131923e+00    1.28777337e+00   -7.70129583e-03
11773    4.08287495e-09    1.10892377e+00    1.29913905e+00   -7.69631043e-03
11774    4.08295039e-09    1.09619360e+00    1.31080794e+00   -7.69165314e-03
11775    4.08310126e-09    1.06911037e+00    1.33574429e+00   -7.68432222e-03
11776    4.08325213e-09    1.04006337e+00    1.36280841e+00   -7.67954481e-03
11777    4.08340300e-09    1.00885998e+00    1.39225357e+00   -7.67708060e-03
11778    4.08370474e-09    9.39977322e-01    1.45815261e+00   -7.67801614e-03
11779    4.08400648e-09    8.68465741e-01    1.52704611e+00   -7.68587896e-03
11780    4.08427804e-09    8.09453135e-01    1.58359080e+00   -7.69861609e-03
11781    4.08454961e-09    7.58844851e-01    1.63167003e+00   -7.71691472e-03
11782    4.08482118e-09    7.17453489e-01    1.67075338e+00   -7.74059688e-03
11783    4.08509274e-09    6.85773180e-01    1.70036472e+00   -7.76915051e-03
11784    4.08536431e-09    6.63699922e-01    1.72058459e+00   -7.80206964e-03
11785    4.08563587e-09    6.50271561e-01    1.73234232e+00   -7.83891092e-03
11786    4.08617901e-09    6.43429085e-01    1.73669207e+00   -7.92186090e-03
11787    4.08672214e-09    6.56016826e-01    1.72331589e+00   -8.01211458e-03
11788    4.08726527e-09    6.80110745e-01    1.70029587e+00   -8.10173286e-03
11789    4.08835153e-09    7.43130838e-01    1.64348200e+00   -8.24855900e-03
11790    4.08943780e-09    8.14129874e-01    1.58202380e+00   -8.32528078e-03
11791    4.09161032e-09    9.66770567e-01    1.44700217e+00   -8.23689801e-03
11792    4.09378285e-09    1.12364313e+00    1.29593357e+00   -7.93996129e-03
11793    4.09489587e-09    1.19488462e+00    1.21971832e+00   -7.80673706e-03
11794    4.09543736e-09    1.23172375e+00    1.17964362e+00   -7.75628417e-03
11795    4.09570150e-09    1.25414637e+00    1.15530341e+00   -7.73582452e-03
11796    4.09579584e-09    1.26485739e+00    1.14381651e+00   -7.72911699e-03
11797    4.09587077e-09    1.27464102e+00    1.13324802e+00   -7.72427197e-03
11798    4.09594569e-09    1.28493917e+00    1.12207752e+00   -7.71969482e-03
11799    4.09609554e-09    1.30752331e+00    1.09742609e+00   -7.71234590e-03
11800    4.09624539e-09    1.33200259e+00    1.07088428e+00   -7.70753329e-03
